status,src_field,src_type,bcv_field,bcv_type,size,usage:ETL,usage:SOS,usage:Insights,usage:Arena,usage:LQS,usage:CP,usage:AF,usage:Others,recommended_action
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__no_creative_slot_max_ad_duration_check_failed,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__no_creative_slot_compatible_dimension_check_failed,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__inventory_source_restriction,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__no_applicable_slot_not_compatible,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__no_applicable_slot_excluded_by_sponsor,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__met_yield_optimization,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__mpe_listing_restriction,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__unmapped,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__undefined,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__inbound_order_competition_failure,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_creative_checking_metrics__competition_failure_in_pick_many,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__input_ad_number,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__output_ad_number,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_max_num_ads,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_max_duration,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__time_based_freq_cap,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__no_creative,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__companion_check_failed,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__pod_position_targeting_check_failed,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_exclusivity_check_failed,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_sponsorship_check_failed,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_filled_by_multi_ad,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__output_fallback_ad_number,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__slot_not_found,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__do_not_repeat,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__unmapped,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__ad_filling_metrics__undefined,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__network_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__demand_type,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__order_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__listing_ids,array(array(array(bigint))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__phase_metrics,array(array(array(varchar))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__phase,array(array(array(bigint))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__name,array(array(array(varchar))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__network_selection_info__candidate_ad_funnel_metrics__phase_metrics__value,array(array(array(bigint))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__inventory_distribution_contexts,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__inventory_distribution_contexts__carriage_inventory_owner_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__inventory_distribution_contexts__carriage_listing_split_unit_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__mapped_asset_ids,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__mapped_site_section_ids,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__selected_yo_volume_cap_ids,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__selected_yo_distribution_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__selected_yo_distribution_nip_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__selected_yo_inventory_prioritization_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__selected_yo_inventory_prioritization_nip_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__selected_yo_margin_id,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_segment_max_cpm,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos__audience_partner_id,array(array(bigint)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos__max_cpm,array(array(double)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos__matched_segments,array(array(array(varchar))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos__matched_segments__id,array(array(array(integer))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos__matched_segments__cpm,array(array(array(double))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__audience_partner_segment_infos__matched_segments__flags,array(array(array(bigint))),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__supply_priority,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__acquired_supply_type,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__geo_visibility,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__geo_visibility__targetable,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__geo_visibility__report_aggregate,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__geo_visibility__report_event,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,inventory__asset_chain__geo_country_visibility,array(varchar),inventory__asset_chain__geo_country_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_country_visibility__targetable,array(varchar),inventory__asset_chain__geo_country_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_country_visibility__report_aggregate,array(varchar),inventory__asset_chain__geo_country_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_country_visibility__report_event,array(varchar),inventory__asset_chain__geo_country_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_state_visibility,array(varchar),inventory__asset_chain__geo_state_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_state_visibility__targetable,array(varchar),inventory__asset_chain__geo_state_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_state_visibility__report_aggregate,array(varchar),inventory__asset_chain__geo_state_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_state_visibility__report_event,array(varchar),inventory__asset_chain__geo_state_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_city_visibility,array(varchar),inventory__asset_chain__geo_city_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_city_visibility__targetable,array(varchar),inventory__asset_chain__geo_city_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_city_visibility__report_aggregate,array(varchar),inventory__asset_chain__geo_city_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_city_visibility__report_event,array(varchar),inventory__asset_chain__geo_city_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_zip_code_visibility,array(varchar),inventory__asset_chain__geo_zip_code_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_zip_code_visibility__targetable,array(varchar),inventory__asset_chain__geo_zip_code_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_zip_code_visibility__report_aggregate,array(varchar),inventory__asset_chain__geo_zip_code_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_zip_code_visibility__report_event,array(varchar),inventory__asset_chain__geo_zip_code_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_dma_visibility,array(varchar),inventory__asset_chain__geo_dma_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_dma_visibility__targetable,array(varchar),inventory__asset_chain__geo_dma_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_dma_visibility__report_aggregate,array(varchar),inventory__asset_chain__geo_dma_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__geo_dma_visibility__report_event,array(varchar),inventory__asset_chain__geo_dma_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__user_agent_visibility,array(varchar),inventory__asset_chain__user_agent_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__user_agent_visibility__targetable,array(varchar),inventory__asset_chain__user_agent_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__user_agent_visibility__report_aggregate,array(varchar),inventory__asset_chain__user_agent_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__user_agent_visibility__report_event,array(varchar),inventory__asset_chain__user_agent_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_visibility,array(varchar),inventory__asset_chain__standard_endpoint_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_visibility__targetable,array(varchar),inventory__asset_chain__standard_endpoint_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_visibility__report_aggregate,array(varchar),inventory__asset_chain__standard_endpoint_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_visibility__report_event,array(varchar),inventory__asset_chain__standard_endpoint_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_owner_visibility,array(varchar),inventory__asset_chain__standard_endpoint_owner_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_owner_visibility__targetable,array(varchar),inventory__asset_chain__standard_endpoint_owner_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_owner_visibility__report_aggregate,array(varchar),inventory__asset_chain__standard_endpoint_owner_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__standard_endpoint_owner_visibility__report_event,array(varchar),inventory__asset_chain__standard_endpoint_owner_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__visitor_custom_id_visibility,array(varchar),inventory__asset_chain__visitor_custom_id_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__visitor_custom_id_visibility__targetable,array(varchar),inventory__asset_chain__visitor_custom_id_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__visitor_custom_id_visibility__report_aggregate,array(varchar),inventory__asset_chain__visitor_custom_id_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__visitor_custom_id_visibility__report_event,array(varchar),inventory__asset_chain__visitor_custom_id_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__device_id_visibility,array(varchar),inventory__asset_chain__device_id_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__device_id_visibility__targetable,array(varchar),inventory__asset_chain__device_id_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__device_id_visibility__report_aggregate,array(varchar),inventory__asset_chain__device_id_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__device_id_visibility__report_event,array(varchar),inventory__asset_chain__device_id_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__ip_visibility,array(varchar),inventory__asset_chain__ip_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__ip_visibility__targetable,array(varchar),inventory__asset_chain__ip_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__ip_visibility__report_aggregate,array(varchar),inventory__asset_chain__ip_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__ip_visibility__report_event,array(varchar),inventory__asset_chain__ip_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__third_party_user_id_visibility,array(varchar),inventory__asset_chain__third_party_user_id_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__third_party_user_id_visibility__targetable,array(varchar),inventory__asset_chain__third_party_user_id_visibility__targetable,array(varchar),,,,,,,,,,
